Company Name,Manual Score,Rationale,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Research Target Company,Qualify Account,Prerequisite: Determine Research Guidelines
DWD Technology Group,7,"Extremely stable (founded 1990), but headcount (45) is high. Focus on Sage/ERP reselling makes it more of a VAR than a pure MSP. Rationale: ""Not All Revenue Is Created Equally."" Reselling and implementation projects are lower margin and less ""sticky"" than managed infrastructure..",DWD Technology Group,Cold,,45,information technology & services,yutongwen@gmail.com,http://www.dwdtechgroup.com,http://www.linkedin.com/company/dwd-technology-group,https://www.facebook.com/dwdtech,https://twitter.com/dwdtechgroup,9921 Dupont Circle Dr W,Fort Wayne,Indiana,United States,46825,"9921 Dupont Circle Dr W, Fort Wayne, Indiana, United States, 46825","sage intacct, abila mip fund accounting, managed it services, sage 50, sage 100 erp, sage crm, it security, sage 100, abila fund accounting 100, network services, software development, software customization, business management systems, supply chain management, inventory management, distribution, crm software, erp software, inventory tracking, distribution management, sage software solutions, custom reporting, software support, business process automation, manufacturing, workflow automation, multi-entity management, software upgrades, warehouse automation, services, business consulting, erp implementation, financial management software, cloud computing, accounting software, nonprofit organization management, manufacturing and distribution solutions, it infrastructure support, b2b, multi-entity consolidation, business software, it support services, it security services, information technology and services, software training, custom software development, data security, e-commerce integration, job costing, it consulting, customer relationship management, compliance management, warehouse management, computer software, it infrastructure optimization, consulting, multi-currency support, computer systems design and related services, financial services, nonprofit fund accounting, real-time reporting, cloud-based erp, manufacturing resource planning, crm solutions, it infrastructure, data import/export, network security, data migration, nonprofit financial solutions, software assessment, system integration, financial reporting, management consulting, cloud migration, system upgrades, software training and support, remote it support, cybersecurity for smbs, multi-location management, software consulting, business analytics, cloud solutions, managed services, cloud erp, manufacturing automation, fund accounting for nonprofits, e-commerce, healthcare, non-profit, software, erp, cloud, crm, fund accounting, it support, cybersecurity, customization, support services, computer & network security, information technology & services, logistics & supply chain, mechanical or industrial engineering, enterprise software, enterprises, sales, consumer internet, consumers, internet, health care, health, wellness & fitness, hospital & health care",'+1 800-232-8913,"Constant Contact, Outlook, Microsoft Office 365, reCAPTCHA, LiveChat, WordPress.org, Google Tag Manager, YouTube, Mobile Friendly, Remote, Circle, Acumatica, QuickBooks",,,,,6000000,,69e13f2a92aeb40001c73132,7375,54151,"DWD Technology Group, with offices in Fort Wayne and Indianapolis, IN is a Microsoft® Silver Certified Partner, Sage Software Authorized Partner, and a Martus Certified Partner.  We are committed to helping companies evaluate and implement proven network, accounting and business management software systems and to provide the support needed to keep those systems flourishing over time.

Software Services
 - Sage Intacct
 - Sage 100 (Formerly Sage MAS 90/200)
 - Sage BusinessWorks
 - Sage 50 (Formerly Sage Peachtree)
 - Sage CRM
 - MIP Fund Accounting

IT Security Services
 - Managed IT Security
 - Endpoint Detect & Response
 - Email Security
 - Firewall Protection
 - Business Continuity
 - Cybersecurity Awareness Training

Managed IT Services
 - Routine Proactive IT Maintenance
 - Systems & Network Monitoring
 - Data Backup Protection
 - SPAM & Antivirus Services
 
Cloud Solutions
 - Microsoft 365
 - Microsoft OneDrive
 - Microsoft SharePoint
 - Microsoft Azure",1990,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/690cc249b4f9cd0001c46562/picture,,,,,,,,,
Adna Technologies,9.5,"High-Value Target. Founded in 2003. Perfect headcount (22) and $8.4M revenue. Explicitly markets ""structured cabling,"" a major legacy stagnation signal. Rationale: ""Typical target company... $5M to $15M of sustainable revenue"" fits this firm perfectly..",Adna,Cold,,22,information technology & services,yutongwen@gmail.com,http://www.teamadna.com,http://www.linkedin.com/company/adna-technologies,https://www.facebook.com/AdnaTechnologies/,https://twitter.com/teamadna,2405 E Mt Hope Ave,Lansing,Michigan,United States,48910,"2405 E Mt Hope Ave, Lansing, Michigan, United States, 48910","hosting services, managed it services, business continuity & backup solutions, network design & implementation, network security, web development, it services & it consulting, financial services, virtual cio, manufacturing, compliance support, mac & pc support, it support, business continuity, voip services, it vendor management, computer systems design and related services, consulting, cybersecurity services, b2b, cloud computing, education, non-profit organizations, tiered security services, cybersecurity, data backup, hybrid cloud solutions, website design, it outsourcing, office 365 support, remote monitoring, information technology and services, legal services, structured cabling, it infrastructure, real estate, disaster recovery, services, custom it solutions, cloud services, server migrations, business technology assessment, operational best practices, it consulting, healthcare, wifi networks, small business, it environment design, it compliance documentation, information technology & services, mechanical or industrial engineering, enterprise software, enterprises, computer software, nonprofit organization management, web design, outsourcing/offshoring, management consulting, health care, health, wellness & fitness, hospital & health care",'+1 517-679-3300,"Route 53, CloudFlare, WP Engine, ConnectWise, Hubspot, Slack, Mobile Friendly, Google Font API, Bootstrap Framework, WordPress.org, Google Tag Manager, reCAPTCHA, Node.js, Android, Remote, AI",,,,,8436000,,69e13f2a92aeb40001c7313f,7379,54151,"Adna Technologies takes a Fresh Approach to I.T. We believe quick fixes to IT problems leave too much room for bigger headaches - and costs - down the road. We don't just band-aid your issues - our certified team works to determine the root cause and resolve that so you're not constantly plagued by the same problems. 
 
At Adna Technologies we don't just fix problems, we solve them. You'll notice the difference.",2003,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67276dbc2412760001494374/picture,,,,,,,,,
DeKind Computer Consultants,9,"High-Value Target. Founded in 2001. 28 employees and $2.4M revenue. High focus on ""operational efficiency"" and traditional troubleshooting. Rationale: ""A desirable and compelling model provides a safety net of sorts."" This firm has a reputation for ""unmatched value,"" suggesting a stable client base..",DeKind Computer Consultants,Cold,,28,information technology & services,yutongwen@gmail.com,http://www.dekind.com,http://www.linkedin.com/company/dekind-computer-consultants,http://www.facebook.com/dekindcomputer,https://twitter.com/DeKindComputer,2024 Illinois 176,Crystal Lake,Illinois,United States,60014,"2024 Illinois 176, Crystal Lake, Illinois, United States, 60014","it services & it consulting, virus protection, data protection, consulting, cmmc readiness, hardware upgrades, system integration, it system upgrades, it support for smbs, services, cloud backup solutions, custom programming, computer systems design and related services, it support chicago, network design and implementation, firewall setup, remote it support, business it solutions, cmmc compliance support, it training, cloud computing, operational efficiency, cloud services, it support milwaukee, it services, it disaster recovery, system administration, it support for enterprises, managed it services, technology consulting, it maintenance, on-site it support, b2b, network support, it project management, customer service, managed it, software development, it infrastructure, remote support, cybersecurity, information technology and services, it security, it compliance, digital transformation, data security, custom software development, it support, firewall and virus protection, it security solutions, network troubleshooting, business continuity, it consulting, cyber threat mitigation, remote support tools, it troubleshooting and repairs, network management, it consulting services, it system monitoring, information technology & services, enterprise software, enterprises, computer software, management consulting, computer & network security",'+1 847-838-5200,"Outlook, Microsoft Office 365, Zendesk, Slack, Mobile Friendly, Google Font API, Apache, Typekit, LiveChat, WordPress.org, Google Tag Manager, Webmail, IoT, Remote, AI, Micro",,,,,2447000,,69e13f2a92aeb40001c73141,7371,54151,"At DeKind Computer Consultants, we are committed to our roles as proactive solution managers...utilizing the latest technology and methods to help our clients work smarter! Our relentless pursuit of cutting edge IT solutions ensures that our clients always receive unparalleled knowledge and unmatched value.",2001,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/681b20f55132dc000117d716/picture,,,,,,,,,
"StarTech Computing, Inc.",9.5,"Ideal Target. Founded in 1995. 30 employees. Explicitly markets to ""outdated systems"" and ""hardware sales"" (+2). Rationale: This fits the ""stable but stagnant"" thesis perfectly, as the owner admits outdated systems are a challenge for their clients..",StarTech Computing,Cold,,30,information technology & services,yutongwen@gmail.com,http://www.startech-comp.com,http://www.linkedin.com/company/startech-computing-inc.,https://facebook.com/StarTechComputing,https://twitter.com/stccomputing,1755 Old West Main St,Red Wing,Minnesota,United States,55066,"1755 Old West Main St, Red Wing, Minnesota, United States, 55066","backup & disaster recovery, business solutions, computers, networks, it specialist, it consulting, it services & it consulting, consulting, cybersecurity, it infrastructure upgrades, custom software solutions, computer systems design and related services, it assessment, microsoft 365 services, data protection, managed services, it staff augmentation, network monitoring, it compliance support, endpoint security, custom software development, 24/7 system monitoring, it infrastructure, technology partner integration, network security, technology strategy, software development, security solutions, cloud management, mobile app development, services, managed it, network infrastructure, it project management, vendor management, industry-specific it solutions, remote support, business continuity, onsite support, cloud migration, it consulting services, it solutions, business it support, b2b, disaster recovery planning, business process solutions, website development, managed security services, managed it services, proactive it management, it support, hardware sales, vendor coordination, information technology and services, cloud services, information technology & services, management consulting, cloud computing, enterprise software, enterprises, computer software, computer & network security, web development",'+1 651-385-0607,"Outlook, Apache, Google Font API, Google Tag Manager, The Trade Desk, Gravity Forms, Mobile Friendly, DoubleClick, WordPress.org, Facebook Login (Connect), Remote, Android, AI, WISE",,,,,2134000,,69e13f2a92aeb40001c731d8,7379,54151,"Are persistent IT issues slowing your business down? You're not alone. 

Outdated systems, security risks, slow performance, network disruptions – these are just a few of the very common problems that many businesses are dealing with. But more than just being extremely annoying, these problems also cost a lot of time, money, and productivity. 

At StarTech Computing, Inc., we specialize in transforming these challenges into opportunities. Since 1995, we have been serving the Twin Cities (Minneapolis and St. Paul) and surrounding areas. Over the last three decades, we've evolved remarkably alongside vast technological advancements to offer cutting-edge solutions tailored to our clients' unique business needs. 

How We Help: 
•	Fully Managed IT Services: We handle just about everything in your business that's IT-related, ensuring optimal performance and security.
•	Microsoft 365 Services: By implementing and managing Microsoft 365, we help enhance productivity and collaboration.
•	Network Monitoring & Security: Enjoy the peace of mind of being protected against potential threats with our continuous monitoring and robust security measures.
•	Backup & Disaster Recovery: Our comprehensive data protection strategies ensure the continuous flow of business despite unexpected events.
•	Business Process Solutions: We streamline your operations by analyzing, designing, and implementing superior business information systems.

Through our partnerships with industry leaders like Microsoft, HP, and SonicWALL, we bring the most advanced tools and latest technologies to our clients. 

Many businesses don't realize that their outdated IT systems and security vulnerabilities are exposing their company to serious risks—until it's too late. Don't wait for that to happen, and don't let IT problems hold your business back. 

Contact StarTech Computing today to discover how our tailored solutions can drive your business forward.",1995,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6815d28e99749500012c8735/picture,,,,,,,,,
Pinnacle Computer Services,10,"Perfect Gold Standard. Founded in 1988 (38-year history). Perfect headcount (27) and $4.3M revenue. Focus on ""turnkey systems"" and ""design & integration."" Rationale: This represents the ""Man in the Arena"" opportunity—a 38-year-old firm with a ""reputation for brilliance"" in a stable market, ready for a CEO transition..",Pinnacle Computer Services,Cold,,27,information technology & services,yutongwen@gmail.com,http://www.pinncomp.com,http://www.linkedin.com/company/pinnacle-computer-services,https://www.facebook.com/pinncomp/,https://twitter.com/pinncomp,640 S Hebron Ave,Evansville,Indiana,United States,47714,"640 S Hebron Ave, Evansville, Indiana, United States, 47714","cloud, it systems design & integration, storage, virtualization, networking, web design, security, backup & disaster recovery, it services & it consulting, dark web monitoring, information technology services, managed it, veeam cloud data backup, it consulting, wireless solutions, hyperconverged infrastructure, vmware, endpoint security, software defined data center, veeam, it support, b2b, services, cloud solutions, dell technologies, cybersecurity solutions, voip, it security, managed it services, dell vxrack, next-gen firewall, dell vxrail, seo services, it assessment, cloud backup, consulting, dell scaleio, it services, computer systems design and related services, network infrastructure, data storage, penetration testing, disaster recovery, dell poweredge servers, it infrastructure solutions, firewall services, information technology & services, management consulting, cloud computing, enterprise software, enterprises, computer software, computer & network security, search marketing, marketing, marketing & advertising",'+1 812-476-6662,"Outlook, Microsoft Azure Hosting, Leadfeeder, Microsoft Azure, ConnectWise, Slack, Linkedin Marketing Solutions, Facebook Widget, Zift Solutions, Google Font API, Vidyard, WordPress.org, Facebook Custom Audiences, Facebook Login (Connect), Twitter Advertising, Mobile Friendly, Google Tag Manager, Google AdWords Conversion, Google Maps, Nginx, reCAPTCHA, Google Analytics, Remote",,,,,4317000,,69e13f2a92aeb40001c731e1,7371,54151,"Pinnacle Computer Services was organized in April 1988, to provide Tri-state businesses with a full-line of IT systems design and integration ranging from custom application development, networking, security, and many related services. Our objective has always been to develop long-term partnerships with our customers by furnishing not only turnkey solutions but the education and other services they may need.",1988,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67061e4edd85dd00016a642a/picture,,,,,,,,,
4EOS,3.5,"REJECTED. Already acquired by NetGain Technologies. Rationale: The ""Succession Gap"" opportunity has already been closed by a larger consolidator..",4EOS,Cold,,24,computer networking,yutongwen@gmail.com,http://www.4eos.com,http://www.linkedin.com/company/4eos,https://www.facebook.com/profile.php,https://twitter.com/team4eos,9809 Dawsons Creek Blvd,Fort Wayne,Indiana,United States,46825,"9809 Dawsons Creek Blvd, Fort Wayne, Indiana, United States, 46825","networking, it help desk, cybersecurity, managed network services, it consulting, printers, it management, monitoring, it support, isp, it, voip, managed services, support, computer networking products, data backup and recovery, business technology solutions, software solutions, security compliance, it risk management, network infrastructure, vendor partnerships, cybersecurity and data protection, network security, data center operations, cloud computing and data centers, ransomware protection, it strategy, data center management, cloud migration, it asset management, managed security services, it infrastructure, system monitoring, services, user training, healthcare, pci compliance, onsite support when needed, consulting, cybersecurity & compliance, b2b, business continuity planning, operational efficiency, computer systems design and related services, threat detection, cloud services, managed it services, manufacturing, nist cybersecurity framework, real-time monitoring, dell reseller, private cloud solutions, security awareness training, information technology and services, incident response, cloud computing, remote support, proactive management, hardware procurement, it solutions, hipaa compliance, managed service provider, legal services, remote desktop support, finance, legal, construction, information technology & services, management consulting, computer & network security, health care, health, wellness & fitness, hospital & health care, enterprise software, enterprises, computer software, mechanical or industrial engineering, financial services",'+1 260-490-7740,"Outlook, Microsoft Office 365, ConnectWise, Slack, Mobile Friendly, Squarespace ECommerce, Google Maps, Android, Remote, AI",,,,,4000000,,69e13f2a92aeb40001c731ef,7379,54151,"Experienced Office Solutions (4EOS) is a trusted technology partner helping businesses turn IT from a challenge into a strategic advantage. With deep industry experience, 4EOS delivers comprehensive, outcome-driven IT services designed to keep organizations connected, secure, and operating at peak performance.

We provide end-to-end managed IT solutions, including proactive network design, installation, and monitoring; advanced cybersecurity and data protection; and reliable data center services. Our expertise also extends to VoIP phone systems, managed print and printer solutions, and internet service provider (ISP) coordination, giving our clients a single, dependable partner for all critical office technology.

At 4EOS, we take a holistic approach to IT. Our team works closely with each client to understand their environment and business goals, allowing us to design and manage technology infrastructures that are scalable, secure, and aligned with long-term growth. From day-to-day network management and communications systems to complex deployments and vendor management, we focus on minimizing downtime, improving efficiency, and simplifying technology operations.

Our mission is to deliver technology that works seamlessly in the background—empowering businesses to focus on productivity, innovation, and growth. With a client-first mindset, experienced engineers, and a commitment to long-term partnerships, 4EOS makes IT simpler, more reliable, and a true competitive advantage.",2002,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/681ecc9cf238e30001880fb2/picture,"NetGain Technologies, LLC (netgainit.com)",54a1345f69702d4b2efa0000,,,,,,,
One Click Inc,7.5,"Founded in 2007. However, its origin as a ""Craigslist startup"" and its heavy focus on ""SEO"" and ""Web Design"" lower the revenue quality. Rationale: ""Not All Revenue Is Created Equally."" SEO and creative services are more discretionary and have higher churn than managed IT..",One Click,Cold,,28,information technology & services,yutongwen@gmail.com,http://www.oneclickwi.com,http://www.linkedin.com/company/one-click-inc,https://facebook.com/oneclickwi,https://twitter.com/OneClick_WI,W202N10246 Lannon Rd,Germantown,Wisconsin,United States,53017-9545,"W202N10246 Lannon Rd, Germantown, Wisconsin, United States, 53017-9545","search engine optimization, it, computer repair, voip phone systems, computer sales, website design, it services & it consulting, digital marketing and advertising, off-site data replication, off-site replication, application-aware snapshot, it support wisconsin, data protection, network solutions, consulting, seo services, tiered data protection, website maintenance, services, network maintenance, computer software and services, disaster recovery, business phone systems, 3cx voip, real-time data protection, computer systems design and related services, synology nas, business growth solutions, web design, enterprise it, cloud computing, self-recovery, lun snapshot, seo and digital marketing, managed service provider, business growth, milwaukee it services, 3cx partner, high availability clustering, managed it services, high availability, block-level incremental backup, cloud solutions, b2b, remote desktop access, cloud backup, cybersecurity solutions, enterprise it solutions, managed it, remote desktop, it infrastructure, private and public clouds, backup and recovery, incremental backup, remote support, web development, cybersecurity, information technology and services, website design milwaukee, it security, website development, snapshot technology, small business it, deduplication, it support, telecommunications, site recovery manager, network security, synology nas backup, business continuity, it consulting, cloud storage, customer support, graphic design, ubiquiti networking, seo, information technology & services, search marketing, marketing, marketing & advertising, enterprise software, enterprises, computer software, computer & network security, management consulting, it services & computer repair, local services, professional services",'+1 414-800-1002,"Sendgrid, Gmail, Google Apps, DigitalOcean, Liquidweb, accessiBe, Slack, Facebook Login (Connect), Google Maps, Facebook Widget, Google Tag Manager, BugHerd, Nginx, Woo Commerce, Gravity Forms, YouTube, reCAPTCHA, DoubleClick Conversion, DoubleClick, Google Dynamic Remarketing, Mobile Friendly, WordPress.org, Hotjar, Facebook Custom Audiences, Optimonk, Google Font API, Android, Circle, Remote, AI, IoT, Node.js",,,,,4648000,1,69e13f2a92aeb40001c731f1,7375,54151,"Since its humble beginnings as a few ads on Craigslist in 2007, One Click Inc has evolved into a full-service computer services operation that has served more than 12,500 satisfied clients! We strive to provide our customers with excellent support and customer service. 

Our services include:
Enterprise Phone Systems
Website Design
SEO
Managed Service Plans
Network repair and design
IT Consulting",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675e3c43d766ee0001fec54f/picture,,,,,,,,,
"U.S. Business Systems, Inc.",9,"High-Value Target. Founded in 1992. Classic ""Office Technology"" play focusing on copiers, printers, and document workflow. Rationale: ""Small businesses go through relatively predictable stages."" This hardware-heavy model is ripe for transition into a cybersecurity-first MSP model..",U.S. Business,Cold,,34,information technology & services,yutongwen@gmail.com,http://www.usbus.com,http://www.linkedin.com/company/u-s-business-systems-inc-,https://facebook.com/usbusi,,3221 Southview Dr,Elkhart,Indiana,United States,46514,"3221 Southview Dr, Elkhart, Indiana, United States, 46514","copiers, service, document management & workflow solutions, office technology, information technology, supplies, remote monitoring, copy paper, office equipment service, office equipment, printers, office supplies, workflow applications, managed network services, software development, managed print services, computers, toner cartridges, office automation, cloud services, software, help desk, it consulting, backup & disaster recovery, fast response time, network monitoring, business continuity, data security, security & compliance, cloud infrastructure, voip services, consulting, information technology and services, small business it support, wide-format printers, computer systems design and related services, proactive network management, b2b, thermal printing hardware, device management, networking solutions, printing solutions, managed it services, business technology solutions, printing and office equipment, cyber audit, barcode scanning hardware, managed service providers, remote support, natural language processing, customer satisfaction guarantee, hardware & fleet management, it support for smbs, security audits, it solutions, services, non-profit, information technology & services, printing, managed services, cloud computing, enterprise software, enterprises, computer software, management consulting, computer & network security, internet infrastructure, internet, artificial intelligence, nonprofit organization management, it services & computer repair, local services, printing services, shopping",'+1 574-264-3065,"Mailchimp Mandrill, SMTP.com, Outlook, Microsoft Office 365, Autotask, Amazon AWS, WP Engine, Slack, Remote",,,,,6522000,1,69e13f2a92aeb40001c73135,7371,54151,"Through the right combination of office equipment, office supplies and managed IT services, U.S. Business Systems has been reducing operating costs, increasing security, and improving document workflow for businesses in North Central Indiana and Michigan's Great Southwest since 1992. We have partnered with Kyocera, Sharp, Hewlett-Packard and Lenovo to offer our clients the most advanced products on the market coupled with our award-winning service team.",1992,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695aa4cb063e300001be2922/picture,,,,,,,,,
"Ontech Systems, Inc.",8.5,"Founded 2004 (22 years). 98% retention is a massive ""Nature of Revenue"" signal (+3). Slightly high staff count (35) but perfect Midwest focus. Rationale: ""A desirable model provides a safety net... the economic model determines success."".",Ontech,Cold,,35,information technology & services,yutongwen@gmail.com,http://www.ontech.com,http://www.linkedin.com/company/ontech-systems-inc-,https://www.facebook.com/OntechSystems/,https://twitter.com/ontechsystems,11800 W Park Pl,Milwaukee,Wisconsin,United States,53224-3009,"11800 W Park Pl, Milwaukee, Wisconsin, United States, 53224-3009","hosting services, network auditing, data protection, hardware as a service, disaster recovery, hourly it, managed it services, server maintenance amp implementation, virtualization, cyber security, business voip phone services, server maintenance implementation, it services & it consulting, vulnerability assessment, computer systems design and related services, hardware licensing, azure support, enterprise support customization, remote monitoring, it consulting, remote support, client retention, cloud solutions, soc staffing, help desk support, backup monitoring, business growth support, healthcare it support, endpoint security, it consulting services, proactive support, mobile device management, network security, asset management, managed security risk mitigation, network vulnerability testing, small business it support, consulting, cloud computing, security audits, b2b, it cost control, it support, it project planning, it support for non-profits, information technology and services, managed service providers, it compliance, microsoft 365 support, hybrid it support models, managed services, cybersecurity, business continuity, government, mid-sized business it solutions, cyber threats, professional services it support, it infrastructure, government it support, services, fixed billing, network management, healthcare, non-profit, computer & network security, information technology & services, management consulting, enterprise software, enterprises, computer software, health care, health, wellness & fitness, hospital & health care, nonprofit organization management, computers, shopping",'+1 262-522-8560,"Outlook, Microsoft Office 365, Sendgrid, Amazon AWS, Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Flywheel, Slack, Facebook Custom Audiences, Mobile Friendly, Facebook Widget, Facebook Login (Connect), Google Tag Manager, Linkedin Marketing Solutions, WordPress.org, Remote",,,,,5461000,,69e13f2a92aeb40001c73147,7379,54151,"As a trusted advisor since 2004, Ontech Systems delivers quality IT solutions. Fostering longstanding relationships with a focus on customer service, we take pride in exceeding expectations. Through our primary service offerings, Ontech can act as your IT department, help with your next IT project and assist with IT vendor management. Since 2004, Ontech has acheived a 98% client retention rate - one of the highest in our industry. We provide IT support and consulting throughout the Greater Milwaukee and Fox Valley communities. Ontech specializes in working with businesses who have 10-250 users. Due to the wide variety of clients we work with, our solutions are flexible and customized to meet your current needs and future growth plans.",2004,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68177dd6c9857900015d06de/picture,,,,,,,,,
"Innovative Integration, Inc.",8.5,"Founded 2005. Perfect headcount (29). End-to-end target state architecture focus suggests high-value consulting that can be modernized. Rationale: ""Small businesses go through predictable stages... requires CEO to harness stage-appropriate skills."".",Innovative Integration,Cold,,29,information technology & services,yutongwen@gmail.com,http://www.innovativeii.com,http://www.linkedin.com/company/innovative-integration,https://www.facebook.com/InnovativeIntegration,https://twitter.com/InnovativeII,3905 Vincennes Rd,Indianapolis,Indiana,United States,46268,"3905 Vincennes Rd, Indianapolis, Indiana, United States, 46268","networking, wireless, load balancing acceleration, managed hosted services, messaging collaboration, storage, vdi, system resource management, perimeter protection, messaging amp collaboration, backup & disaster recovery, load balancing amp acceleration, server application & desktop virtualization, data protection, it services & it consulting, threat detection, b2b, cloud and data center strategy, manufacturing, hybrid cloud solutions, application whitelisting, vulnerability management, vmware, financial sector it, cloud services, private cloud, identity & access management, cloud migration, compliance support, cybersecurity, disaster recovery, user experience, managed it support, disaster recovery as a service, patch management, managed it services, construction it solutions, hewlett packard enterprise, security automation, hybrid it, consulting, unitrends, aruba security, public cloud, risk management, saas, siem, it infrastructure, computer systems design and related services, it consulting, operational efficiency, managed services, virtualization, microsoft, nutanix, data encryption, application delivery, endpoint detection and response, i3assist, fortinet, it infrastructure optimization, zero trust security, services, dell emc, i3appwatch, managed security services, network security, i3security partners, security information & event management, data backup and recovery, data security, it support, manufacturing it support, cloud strategy, remote monitoring, healthcare, offsite backup, data center modernization, paas, managed detection and response, financial institutions, security operations center, firewall as a service, healthcare it, construction & real estate, citrix, barracuda networks, soc, endpoint security, i3bdr, i3backup, finance, telecommunications, information technology & services, mechanical or industrial engineering, cloud computing, enterprise software, enterprises, computer software, ux, management consulting, computer & network security, health care, health, wellness & fitness, hospital & health care, financial services",'+1 317-664-7600,"Constant Contact, Outlook, Google Cloud Hosting, WP Engine, React, Campaign Monitor, ConnectWise, Barracuda Networks, Hubspot, Slack, Nginx, Google Tag Manager, Mobile Friendly, Google Font API, Hotjar, WordPress.org, Remote",,,,,4525000,,69e13f2a92aeb40001c7314c,7379,54151,"The team at Innovative Integration, Inc. has over two decades of real world knowledge in advanced networking technologies. Solid, hands-on experience with partners like Citrix, Microsoft, Fortinet, HP, Dell, and many others that you bet your business on day after day. We understand that technology is a tool to help you increase your productivity, reliability and ultimately your profitability.

As a Managed Services Provider and IT Engineering Firm, our mission is to help you achieve your business needs through the use of technology solutions. High availability, secure, reliable & recoverable data, and networks are all terms used loosely in this industry today. But, not by us! We know these things (along with ROI and satisfying client expectations) are key to our mutual success.

From initial concept to designing a multi-year, target state architecture including implementation, project management, knowledge transfer, training and ongoing support, we offer robust, end-to-end solutions that are catered to meet your organization's needs.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6706e3fda1525b0001aa5579/picture,,,,,,,,,
Lazorpoint,9,"High-Value Target. Founded in 1997 (29-year history). High succession gap potential. Pay-for-performance model creates highly aligned recurring revenue. Rationale: ""Search funds allow aspiring entrepreneurs... to search for and acquire a company."".",Lazorpoint,Cold,,35,information technology & services,yutongwen@gmail.com,http://www.lazorpoint.com,http://www.linkedin.com/company/lazorpoint,https://www.facebook.com/Lazorpoint/,https://twitter.com/lazorpoint,737 Bolivar Rd,Cleveland,Ohio,United States,44115-1221,"737 Bolivar Rd, Cleveland, Ohio, United States, 44115-1221","it services & it consulting, it management, cybersecurity, vulnerability assessments, firewall protection, it solutions, cloud security measures, cloud computing, threat detection, business technology, it security, predictive maintenance, data protection, proactive monitoring, it support, help desk support, it infrastructure, it outsourcing, it cost savings, rfid inventory management, it assessment, it optimization, manufacturing, iot sensors, it vendor management, it strategy, regulatory compliance, managed it services, cyber insurance support, services, business continuity, information technology and services, operational efficiency, computer systems design and related services, it consulting, disaster recovery, scalability, operational technology, risk management, b2b, security, data & compliance, consulting, remote access security, network support, ot security, mes implementation, cloud services, it roadmap, manufacturing 4.0, cloud migration, inventory management, remote support, information technology & services, enterprise software, enterprises, computer software, computer & network security, outsourcing/offshoring, mechanical or industrial engineering, management consulting",'+1 216-325-5200,"Amazon SES, Outlook, Autotask, Amazon AWS, Hubspot, Slack, Mobile Friendly, Google Tag Manager, Linkedin Marketing Solutions, Google Analytics, Facebook Login (Connect), Facebook Widget, Linkedin Widget, WordPress.org, Linkedin Login, Segment.io, Wistia, YouTube, Android, Remote, Microsoft Azure Monitor, AWS Trusted Advisor, Cisco Unified Intelligence Center, Cisco Meraki MS, VMware SD-WAN, WatchGuard, VMware, Microsoft Hyper-V Server, Microsoft Windows Server 2012, Microsoft 365, Microsoft Teams Rooms, Microsoft Intune Enterprise Application Management, Microsoft PowerShell, Citrix Hypervisor, Microsoft Windows Server 2000, Cisco WebEx Teams, TUNE, Cisco AppDynamics, Cisco Meraki, Cisco Meraki SD-WAN, Endpoint Protection",,,,,6900000,,69e13f2a92aeb40001c73155,7375,54151,"Lazorpoint is an IT services and consulting company located in Cleveland, Ohio. The company specializes in managed IT solutions designed to enhance business efficiency, security, and scalability. Their services include VoIP, cybersecurity, CRM, ERP, helpdesk support, compliance consulting, and virtual CIO (vCIO) guidance. Lazorpoint operates with a pay-for-performance model, focusing on tailored solutions that meet the specific needs and growth paths of their clients.

Founded with a commitment to exceptional client service, Lazorpoint emphasizes continuous improvement and a culture of ownership. The company employs approximately 27 people and has a leadership team led by President David Lazor Junior. Their onboarding process is structured in four phases to ensure seamless integration, and they prioritize keeping IT projects on time and within budget through dedicated support. With a focus on making businesses faster, smarter, safer, and more scalable, Lazorpoint serves various sectors that require rapid and secure operations.",1997,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69afd6aec21d2c0001039d17/picture,,,,,,,,,
